index_hex,bank,snes_addr,source_line,label,category,max_words,max_bytes,current_words,free_words,markup_text,edited_text,notes
0A9,B6,B6E84E,1915,Text_0A9_Weather_HateRainFeelsDepressingLike,Weather,63,126,63,0,I hate rain.It feels        depressing.I like when it   pours.,,
0AA,B6,B6E8CC,1924,Text_0AA_Romance_MyDadTellsMeGet,Romance,164,328,164,0,...My dad tells me to get   married so often....        He would be all by himself<LINE>if I got married to         someone...                  Doesn't he realize that?,,
0AB,B6,B6EA14,1946,Text_0AB_Animal_LookAutomaticPuddingMakerPut,Animal,197,394,197,0,"Hello, Hey: look at this,   This is the automatic       pudding maker,<LINE>I've put eggs and milk in   here. Now all you have to dois turn it on.Do it,<LINE> Push                        I don't want to do<CHOICE_OR_WAIT>c",,
0AC,B6,B6EB9E,1972,Text_0AC_Dialog_SmellsWonderful,Dialog,32,64,32,0,It smells wonderful:doesn't it?,,
0AD,B6,B6EBDE,1977,Text_0AD_Dialog_SayMuchQuickerTomakePudding,Dialog,98,196,98,0,You say it's much quicker tomake pudding without the    machine? Oh no...don'<LINE>t you have a dream?,,
0AE,B6,B6ECA2,1991,Text_0AE_Animal_LoveSpringAllFlowersStart,Animal,52,104,52,0,I love Spring when all the  flowers start to bloom.,,
0AF,B6,B6ED0A,1999,Text_0AF_Town_LikeFlowersC,Town,69,138,69,0,Hello. Do you like flowers?<LINE> Yes                         Not really<CHOICE_OR_WAIT>c,,
0B0,B6,B6ED94,2009,Text_0B0_Romance_YeahNinaLovesToo,Romance,26,52,26,0,"Yeah:Nina loves them too,",,
0B1,B6,B6EDC8,2014,Text_0B1_Dialog_Ugh,Dialog,7,14,7,0,ugh...,,
0B2,B6,B6EDD6,2016,Text_0B2_Shipping_AutumnWinterOffSeasonUs,Shipping,81,162,81,0,Autumn to Winter is an off  season for us because       there's nothing to sell.,,
0B3,B6,B6EE78,2028,Text_0B3_Romance_BelieveFlowerWhichBloomsWinter,Romance,113,226,113,0,Do you believe that there   is a flower which blooms    in Winter?<LINE> Yes                         You're kidding?<CHOICE_OR_WAIT>c,,
0B4,B6,B6EF5A,2044,Text_0B4_Dialog_MustBeautiful,Dialog,22,44,22,0,It must be beautiful.,,
0B5,B6,B6EF86,2048,Text_0B5_Sign_LetMeTellCodeForthe,Sign,82,164,82,0,"Let me tell you the code forthe flower in our shop.     It is ""I like you a lot,""",,
0B6,B6,B6F02A,2060,Text_0B6_Romance_GuessHappyIfGaveFlowerto,Romance,78,156,78,0,Hey:I guess she would be    happy if you gave the flowerto the girl you like.,,
0B7,B6,B6F0C6,2071,Text_0B7_Sign_MountainsSeasonBeautifulManyFruits,Sign,84,168,84,0,The mountains this season   are beautiful. There are    many fruits and nuts:too...,,
0B8,B6,B6F16E,2083,Text_0B8_Dialog_DesertedWinterButExperienceJoysof,Dialog,82,164,82,0,It's deserted in Winter.But we can't experience the joysof Spring without Winter.,,
0B9,B6,B6F212,2095,Text_0B9_Sign_HerbInnerPartCaveWorks,Sign,93,186,93,0,The herb in the inner part  of the cave works well for  fever and headache<LINE>when you boil it.,,
0BA,B6,B6F2CC,2108,Text_0BA_Sign_FlowerSoldShopRaise,Sign,51,102,51,0,The flower sold at the shop is what we raise here.,,
0BB,B6,B6F332,2116,Text_0BB_Shipping_CollectingFallenLeavestoMakeManure,Shipping,65,130,65,0,I'm collecting fallen leavesto make manure for the      flowers.,,
0BC,B6,B6F3B4,2126,Text_0BC_Weather_PlantsAliveUnderSnowWonderful,Weather,87,174,87,0,Plants are alive under the  snow.Isn't it wonderful?<LINE> Wonderful                   So?<CHOICE_OR_WAIT>c,,
0BD,B6,B6F462,2138,Text_0BD_Dialog_HumanAnimalsPlantsAllAlive,Dialog,43,86,43,0,Human:animals:and plants    are all alive.,,
0BE,B6,B6F4B8,2145,Text_0BE_Dialog_Great,Dialog,10,20,10,0,"So great,",,
0BF,B6,B6F4CC,2148,Text_0BF_Festival_KnowBusyWorkingButTry,Festival,70,140,70,0,I know you are busy working but please try to come to   the festival.,,
0C0,B6,B6F558,2158,Text_0C0_Weather_KindLikeRainyDaysLeaves,Weather,63,126,63,0,I kind of like rainy days.  Leaves look happy when it   rains.,,
0C1,B6,B6F5D6,2167,Text_0C1_Animal_FlowersEdibleUsedMedicinalPurposes,Animal,172,344,172,0,Flowers can be edible and   used for medicinal purposes as well as making us feel<LINE>comfortable.But I don't pickthem when I don't need them.<LINE>I believe they want to live too.,,
0C2,B6,B6F72E,2190,Text_0C2_Dialog_HeardWasSecretGardenRanch,Dialog,144,288,144,0,"I heard there was the       ""Secret Garden"" in the      ranch. Is it so?<LINE>I want to go see it.<LINE> OK                          I don't want to go.<CHOICE_OR_WAIT>c",,
0C3,B6,B6F84E,2209,Text_0C3_Dialog_WowHardlyWait,Dialog,23,46,23,0,Wow:I can hardly wait.,,
0C4,B6,B6F87C,2213,Text_0C4_Dialog_MeanForget,Dialog,39,78,39,0,"How mean,                   Forget it,",,
0C5,B6,B6F8CA,2219,Text_0C5_Dialog_AlwaysLookFine,Dialog,29,58,29,0,Hello:you always look fine. ,,
0C6,B6,B6F904,2224,Text_0C6_Dialog_HaveLittleBirdNameP,Dialog,69,138,69,0,I have a little bird. Her   name is P-chan. She sings   beautifully.,,
0C7,B6,B6F98E,2234,Text_0C7_Romance_LikeSweetsLoveC,Romance,65,130,65,0,Hey:do you like sweets?<LINE> I love them                 Not really<CHOICE_OR_WAIT>c,,
0C8,B6,B6FA10,2244,Text_0C8_Dialog_GoodMakingSweetsHopeCook,Dialog,79,158,79,0,Really? I'm good at making  sweets.I hope I can cook    you something someday.,,
0C9,B6,B6FAAE,2255,Text_0C9_Dialog_Sorry,Dialog,11,22,11,0,I'm sorry.,,
0CA,B6,B6FAC4,2258,Text_0CA_Romance_StillnessWinterMakesMeCalm,Romance,67,134,67,0,The stillness of Winter     makes me calm down so       I love it.,,
0CB,B6,B6FB4A,2268,Text_0CB_Romance_LikeAnimalsLoveLikeC,Romance,73,146,73,0,Hey:do you like animals?<LINE> I love them                 I don't like them<CHOICE_OR_WAIT>c,,
0CC,B6,B6FBDC,2279,Text_0CC_Romance_LoveAnimalsToo,Romance,25,50,25,0,Yes? I love animals too.,,
0CD,B6,B6FC0E,2284,Text_0CD_Town_LyingAnimalsTakePeopleWho,Town,67,134,67,0,You are lying. animals dont take to people who don't    like them.,,
0CE,B6,B6FC94,2294,Text_0CE_Animal_EiBarkWildDogswhenCome,Animal,79,158,79,0,<CTRL_FFFD>ei would bark at wild dogswhen they come here. Check  if the fence is broken.,,
0CF,B6,B6FD32,2305,Text_0CF_Dialog_HardLookAfterAnimalsAlways,Dialog,169,338,169,0,It's hard to look after     animals.We always must be   careful so they dont<LINE>get sick....                I feel just like a mother   who is taking care of her<LINE>children.,,
0D0,B6,B6FE84,2328,Text_0D0_Romance_AlwaysRunningAroundLookFine,Romance,88,176,88,0,You are always running      around:aren't you? You look fine even if it's cold<LINE>outside.,,
0D1,B6,B6FF34,2340,Text_0D1_Dialog_HopeMyDadStaysHealthy,Dialog,102,204,102,0,I hope my dad stays healthy at all times.,,
0D2,B7,B78000,5,Text_0D2_Dialog_MyUncleLikedMakeFriends,Dialog,87,174,87,0,My uncle liked you. Please  make friends with him.OK?<LINE> OK                          No<CHOICE_OR_WAIT>c,,
0D3,B7,B780AE,17,Text_0D3_Dialog_GladExcuseHimBeingMeddlesome,Dialog,107,214,107,0,Really? I'm glad. Please    excuse him for being        meddlesome.<LINE>I guess he gets that from   my mother.,,
0D4,B7,B78184,32,Text_0D4_Dialog_HesStrictButBasicallyGood,Dialog,41,82,41,0,He's strict but basically a good person.,,
0D5,B7,B781D6,39,Text_0D5_Dialog_TooSoakedMightCatchCold,Dialog,86,172,86,0,Oh no: you are too soaked.  You might catch a cold      unless you dry yourself<LINE>soon.,,
0D6,B7,B78282,51,Text_0D6_Dialog_ComeDadLetsGoHomenow,Dialog,33,66,33,0,Oh:come on:Dad.Let's go homenow.,,
0D7,B7,B782C4,57,Text_0D7_Dialog_OtherwiseMomGetMad,Dialog,47,94,47,0,Otherwise Mom will get      really mad at you.,,
0D8,B7,B78322,64,Text_0D8_Animal_TasteMyNewCakeBaked,Animal,45,90,45,0,Will you taste my new cake  when it's baked?,,
0D9,B7,B7837C,71,Text_0D9_Dialog_BakedNewCakeHaveBite,Dialog,83,166,83,0,Hey:I baked a new cake.     Will you have a bite?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
0DA,B7,B78422,83,Text_0DA_Sign_GoodCheesecakeThinkGoodEnough,Sign,94,188,94,0,Is it good? It's a          cheesecake. Do you think    it's good enough to sell<LINE>at the shop?,,
0DB,B7,B784DE,96,Text_0DB_Romance_LookPrettyBusyHopeEverythings,Romance,66,132,66,0,You look pretty busy.       I hope everything's well    with you.,,
0DC,B7,B78562,106,Text_0DC_Dialog_CoincidenceMeetC,Dialog,76,152,76,0,Oh:what a coincidence to    meet you here.<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
0DD,B7,B785FA,117,Text_0DD_Dialog_TeeHee,Dialog,11,22,11,0,Tee-hee...,,
0DE,B7,B78610,120,Text_0DE_Shop_WowCoincidenceWereWaitingMe,Shop,105,210,105,0,Wow:what a coincidence.     Hey:were you waiting for    me here?<LINE>Titter...I'm waiting for youat the bar.,,
0DF,B7,B786E2,135,Text_0DF_Sign_CameShopSorryButToo,Sign,76,152,76,0,Hi.I just came to shop.     Sorry:but I'm in too much ofa hurry to see you.,,
0E0,B7,B7877A,146,Text_0E0_Weather_CameRainGlad,Weather,41,82,41,0,You came here in this rain? I'm so glad.,,
0E1,B7,B787CC,153,Text_0E1_Dialog_GrandPaStrict,Dialog,25,50,25,0,Grand-pa is so strict...,,
0E2,B7,B787FE,158,Text_0E2_Dialog_PrettyDaringShallWashBack,Dialog,106,212,106,0,You are pretty daring:      aren't you? Shall I wash    your back?<LINE> Yes                         N..N..No<CHOICE_OR_WAIT>c,,
0E3,B7,B788D2,173,Text_0E3_Dialog_Kidding,Dialog,23,46,23,0,Hey: I'm just kidding.,,
0E4,B7,B78900,177,Text_0E4_Dialog_HeeHee,Dialog,24,48,24,0,Hee-hee: I won't do it.,,
0E5,B7,B78930,181,Text_0E5_Dialog_LookFineToday,Dialog,25,50,25,0,Hi. You look fine today.,,
0E6,B7,B78962,186,Text_0E6_Dialog_MyHomeMadeFruitJuice,Dialog,94,188,94,0,It's my home made fruit     juice. Do you want it?<LINE> Yes                         No thank you<CHOICE_OR_WAIT>c,,
0E7,B7,B78A1E,199,Text_0E7_Dialog_TeeHeeKissIfDrink,Dialog,47,94,47,0,Tee-hee...I'll kiss you if  you can drink it. ,,
0E8,B7,B78A7C,206,Text_0E8_Shop_BarAhaWantSeeMe,Shop,64,128,64,0,Why are you here at this    bar? ...Aha: you want to    see me.,,
0E9,B7,B78AFC,215,Text_0E9_Dialog_GetCoolNight,Dialog,35,70,35,0,It doesn't get cool at      night.,,
0EA,B7,B78B42,221,Text_0EA_Dialog_ThanksLotToday,Dialog,24,48,24,0,Thanks a lot for today.,,
0EB,B7,B78B72,225,Text_0EB_Dialog_LikeAlone,Dialog,26,52,26,0,I don't like to be alone.,,
0EC,B7,B78BA6,230,Text_0EC_Sign_SometimesGoMountainsGatherSome,Sign,65,130,65,0,I sometimes go to the       mountains to gather some    berries.,,
0ED,B7,B78C28,240,Text_0ED_Animal_WasntColdOutsideColdBetter,Animal,97,194,97,0,Wasn't it cold outside?     When it's cold: you better  drink and warm you body<LINE>from the inside.,,
0EE,B7,B78CEA,254,Text_0EE_Dialog_SawRanchOtherDayNoticeme,Dialog,85,170,85,0,I saw you at the ranch the  other day. You didn't noticeme because you were working.,,
0EF,B7,B78D94,266,Text_0EF_Dialog_StandAloneinHugePlaceFeel,Dialog,120,240,120,0,I couldn't stand to be alonein that huge place. Don't   you feel lonely there?<LINE> Sometimes                   Not at all<CHOICE_OR_WAIT>c,,
0F0,B7,B78E84,282,Text_0F0_Weather_MuchBetterHaveSomeoneAround,Weather,178,356,178,0,"It's much better to have    someone around me and say   ""yeah:"" when I say ""<LINE>the weather is fine.""       Feel secure: don't you ?    I think it's better than<LINE>being alone. Right?",,
0F1,B7,B78FE8,306,Text_0F1_Dialog_SureLiveAloneButitsLike,Dialog,81,162,81,0,Sure: you can live alone butit's just like breathing:   you know? It's lonely...,,
0F2,B7,B7908A,318,Text_0F2_Dialog_OneWhoSupposedWorkRanch,Dialog,87,174,87,0,Hello. You are the one who  is supposed to work at this ranch today.<LINE>What's your name?,,
0F3,B7,B79138,330,Text_0F3_Shipping_MrEjChargeShippingCome,Shipping,215,430,215,0,Mr.<CTRL_FFFD>ej:I'm in charge of    shipping here. I come here  every evening to pick up<LINE>stuff you put in the        shipping box. Nice to meet  you.<LINE>Oh yeah: ask anything you   want to people in town.     It will help you.,,
0F4,B7,B792E6,358,Text_0F4_Dialog_ManagingTheranchAloneSeparatelyParents,Dialog,196,392,196,0,"Hello. Where are you        from?...You are managing theranch alone: separately<LINE>from your parents? Great,   There's nothing here in the ranch: is there?...for<LINE>practice? You have wonderfulparents.",,
0F5,B7,B7946E,384,Text_0F5_Town_MayorTownPleasureMeetSome,Town,197,394,197,0,Hi: How do you do? I'm the  mayor of this town. It's a  pleasure to meet you.<LINE>There are some tools left inthe shed that your          grandfather used to use.<LINE>And a book on how to use    them:too.,,
0F6,B7,B795F8,410,Text_0F6_Animal_GrandfatherHelpedMeThoseDays,Animal,162,324,162,0,Your grandfather helped me  in those days. If you have  any  problems: don't<LINE>hesitate to talk to me.     Well:you should get some    rest when you get back home.,,
0F7,B7,B7973C,432,Text_0F7_Church_HardButGiveUpYeah,Church,121,242,121,0,How do you do? Hard:isn't   it? But don't give up..................Oh:yeah<LINE>I have a daughter....she maybe at the church.,,
0F8,B7,B7982E,449,Text_0F8_Romance_CuteGirlLonghair,Romance,34,68,34,0,She is a cute girl with longhair.,,
0F9,B7,B79872,455,Text_0F9_Romance_HaventSeenBeforeComeRanch,Romance,85,170,85,0,I haven't seen you before.  Did you come to that ranch? I'm Maria.<LINE>Nice meeting you.,,
0FA,B7,B7991C,467,Text_0FA_Dialog_MayHardFirstButGive,Dialog,43,86,43,0,It may be hard at first but don't give up.,,
0FB,B7,B79972,474,Text_0FB_Town_HeardSomethingHeardFaintSound,Town,156,312,156,0,"I've heard something,       I've heard a faint sound of laughter behind the trees<LINE>in the ranch. And some      people talking:too,         ...What was that?",,
0FC,B7,B79AAA,495,Text_0FC_Dialog_HeHello,Dialog,11,22,11,0,He..Hello.,,
0FD,B7,B79AC0,498,Text_0FD_Sign_PriestChurchAskQuestionsPeople,Sign,161,322,161,0,How do you do? I'm the      priest of this church.      Ask questions to people at<LINE>the shop. They know many    things. And for the rest:   check the signboards.,,
0FE,B7,B79C02,520,Text_0FE_Dialog_YoullHavePlentyChallengesBut,Dialog,96,192,96,0,You'll have a plenty of     challenges but things will  be better for sure.<LINE>Please stick to it.,,
0FF,B7,B79CC2,533,Text_0FF_Town_YearOverTodayWasYear,Town,174,348,174,0,This year is over today.    What was your year like?<LINE>Well:this town will be in a festive mood tomorrow       because lots of people<LINE>are going to the top to see the sun rise.,,
100,B7,B79E1E,556,Text_100_Sign_ShippingBoxLivestockAfterTalking,Sign,96,192,96,0,"""Shipping box for livestock""After talking at the shop:  put livestock in here.<LINE>Livestock Dealer",,
101,B7,B79EDE,569,Text_101_Manual_ToolsShedPenPickUp,Manual,110,220,110,0,Tools are in the shed and   the pen. Pick them up with  A button to get equipped.<LINE>To use them: push Y button.,,
102,B7,B79FBA,584,Text_102_Dialog_UnfortunatelyTheresNothingSaleBut,Dialog,111,222,111,0,Unfortunately: there's      nothing for sale here but   there will be soon.<LINE>So please drop by in a      while.,,
103,B7,B7A098,599,Text_103_Romance_HehOwnerRanchAnnNice,Romance,74,148,74,0,Heh: you are the owner of   the ranch. I'm Ann.         Nice to meet you.,,
104,B7,B7A12C,610,Text_104_Diary_StaminaDecreasesUseToolsEat,Diary,85,170,85,0,Stamina decreases when you  use tools. Eat food or      sleep in the bed to<LINE>recover.,,
105,B7,B7A1D6,622,Text_105_Manual_WentRanchIfGoingRaise,Manual,205,410,205,0,You went to the ranch:      didn't you? If you are      going to raise crops there:<LINE>I'll give this to you.      It's a watering can.        It's for getting water<LINE>from the pond. I'll bring itto your shed.,,
106,B7,B7A370,649,Text_106_Manual_VegetableSeedsSoonComeAgain,Manual,53,106,53,0,Vegetable seeds will be in  soon so come again soon.,,
107,B7,B7A3DA,657,Text_107_Romance_NinaTheseCropsMustSowed,Romance,145,290,145,0,How do you do? I'm Nina.    These crops must be sowed   during a certain season.<LINE>They won't germinate unless you sow them in the proper  season.,,
108,B7,B7A4FC,677,Text_108_Dialog_HavePlowGroundMakeField,Dialog,63,126,63,0,And you have to plow the    ground well to make it a    field.,,
109,B7,B7A57A,686,Text_109_Romance_WelcomeYoudBetterEatEveryday,Romance,64,128,64,0,Welcome. You'd better eat   everyday: you know. Stamina is key.,,
10A,B7,B7A5FA,695,Text_10A_Dialog_MustHardKnowButtryBest,Dialog,43,86,43,0,It must be hard: I know: buttry your best.,,
10B,B7,B7A650,702,Text_10B_Dialog_PuffHicHaveSeenBefore,Dialog,36,72,36,0,Puff...hic..Have I seen you before?,,
10C,B7,B7A698,708,Text_10C_Animal_SonHaveHaveMeadowBuy,Animal,240,480,240,0,"Hey:son, You have to have a meadow to buy livestock.    Not only for cows<LINE>but also for chickens.      I have some grass left so   use it to raise them.<LINE>I'll bring it to your shed. Talk to me over the counter when you want to buy<LINE>livestock.",,
10D,B7,B7A878,739,Text_10D_Animal_FirstMustHavePlentyGrass,Animal,116,232,116,0,First:you must have a       plenty of grass when you    raise livestock.<LINE>Beginners should start off  with chickens.,,
10E,B7,B7A960,755,Text_10E_Manual_HowdyPutThoseCowsPen,Manual,143,286,143,0,"Howdy, I put those cows in  the pen and gave those bellsfor free.<LINE>Well:first thing to do is toname them with affection.Take good care of them,",,
10F,B7,B7AA7E,774,Text_10F_Shipping_WanderingPeddlerHaveAnythingSell,Shipping,155,310,155,0,Hello. I'm a wandering      peddler.I don't have        anything to sell right<LINE>now though. If you want to  sell something: bring it to me so I can buy it.,,
110,B7,B7ABB4,795,Text_110_Romance_GirlsTownAllCuteGood,Romance,79,158,79,0,Girls in this town are all  cute and good-natured so it may be fun to be here.,,
111,B7,B7AC52,806,Text_111_Animal_HohohoMisterKnowBeginFirst,Animal,225,450,225,0,Hohoho...Mister: you don't  know what to begin with:do  you?<LINE>First:you must learn how to use those tools with the    book in the shed.<LINE>The rest: ask the florist   about the crops  and the    livestock dealer about<LINE>livestock.,,
112,B7,B7AE14,836,Text_112_Animal_OverextendYourselfTiredGoBed,Animal,167,334,167,0,Don't overextend yourself.  When you are tired: just go to bed earlier.<LINE>The healthy body is your    precious asset. Try your    best to become an<LINE>independent rancher.,,
